שם הרשות,שנה,סמל הרשות,מחוז,מרחק מגבול מחוז תל אביב,שנת קבלת מעמד מוניציפלי,מספר חברי מועצה,רמה חברתית-כלכלית (10 הגבוה ביותר),"סה""כ אוכלוסייה בסוף (אלפים)",יהודים ואחרים (אחוז),ערבים (אחוז),"סה""כ גברים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",יחס תלות (אחוזים),ריבוי טבעי לאלף תושבים,"מאזן הגירה - סה""כ",אחוז עולי 1990+ מסך האוכלוסייה,אחוז גידול האוכלוסייה,"נכנסים מיישובים אחרים - סה""כ",נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - גיל 29-15,"יוצאים ליישובים אחרים - סה""כ",יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - גיל 29-15,"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",מקבלי דמי אבטלה - גברים,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של שכיר במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של גברים שכירים במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של נשים שכירות במשך השנה,מספר השכירים,אחוז השכירים המשתכרים עד שכר מינימום,מספר העצמאים,"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",אחוז שינוי ראלי של הכנסה חודשית ממוצעת של עצמאי במשך השנה,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","בתי ספר - סה""כ -","כיתות - סה""כ","תלמידים - סה""כ","ממוצע תלמידים לכיתה - סה""כ",אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"תקבולי מים (אלפי מ""ק)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)","מכוניות פרטיות - סה""כ",גיל ממוצע של רכב פרטי (שנים),"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",אשכול פריפריאליות,מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה- מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),"אחוז התושבים בני 20 ומעלה המרגישים ""בטוח"" ו""בטוח מאוד"" ללכת בחשכה באזור המגורים",פונים לרשות המקומית (אחוזים),"סך כולל הכנסות של הרשות (אלפי ש""ח)",סך כולל הכנסות של הרשות - אחוז שינוי ראלי,"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",סך כולל הוצאות של הרשות - אחוז שינוי ראלי,"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה נוכחית","סה""כ שטח שיפוט בקמ""ר",מגורים - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,"תרבות, פנאי, נופש וספורט - אחוז משטח השיפוט",מסחר - אחוז משטח השיפוט,תעשייה ותשתיות - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",שדות מעובדים - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)"
בית דגן,2000,0466,המרכז,,1953,9,6,4.5,99.9,,2.2,2.3,,13.8,255,,7.9,409,178,231,99,153,77,76,53,57,25,40,180,"5,543","7,446","3,878",-2.3,-0.8,-1.0,"1,916",37.2,187,"6,029",3.0,36.9,0.4366,..,15,430,29,53.4,34.5,566,,,,,,,,,,,"1,266",7.1,..,..,,,,,,,,,,"26,724",7.7,"20,425","9,796",3.4," 6,299 "," 28,538 ",5.2," 11,578 ",968,101,"7,991",-122,-122,"2,141",,,,,,,,,,,,,,,,,,,,,,"2,982"
ביתר עילית,2000,3780,-,,1990,13,1,15.8,100.0,,8.1,7.7,,63.3,2156,,24.6,2578,"1,348","1,230","1,077",510,265,245,156,82,32,32,557,"2,940","4,126","2,165",0.5,1.4,3.0,"2,182",59.8,119,"4,354",13.8,52.9,0.3773,19,129,"2,594",20,..,..,956,,,,,,,,,,,621,9.4,..,..,,,,,,,,,,"73,058",31.7,"41,901","25,522",9.4," 31,157 "," 65,474 ",3.0," 28,796 ","1,182",87,"23,645",72,72,469,,,,,,,,,,,,,,,,,,,,,,"16,238"
"בני עי""ש",2000,1066,המרכז,,1981,9,5,7.1,99.8,,3.5,3.7,,8.6,295,,5.3,434,220,214,101,241,115,126,81,185,93,41,385,"4,073","5,163","2,963",-3.5,-6.2,2.6,"2,923",42.2,134,"4,935",-1.5,43.3,0.3644,..,19,574,30,52.5,34.4,482,,,,,,,,,,,"1,303",7.2,..,..,,,,,,,,,,"25,644",-0.8,"22,368","14,151",-0.2," 3,276 "," 25,689 ",3.5," 12,329 ",899,122,"4,121",800,800,,,,,,,,,,,,,,,,,,,,,,,"8,237"
בנימינה,2000,9800,חיפה,,1950,9,7,5.7,99.6,,2.9,2.8,,13.2,275,,6.9,486,252,234,102,208,101,107,75,97,44,37,147,"6,295","8,398","4,372",-0.3,-2.8,6.6,"2,383",37.1,235,"6,631",-1.2,40.9,0.4963,4,77,"2,318",30,61.8,44.9,"1,778",,,,,,,,,,,"1,487",6.6,..,..,,,,,,,,,,"38,407",-15.4,"30,682","12,735",-4.7," 7,725 "," 39,588 ",-8.3," 18,878 ","3,129",422,"7,015","-1,891","-1,891","10,176",,,,,,,,,,,,,,,,,,,,,,"1,667"
"בסמ""ה",2000,1326,חיפה,,1996,11,2,6.3,..,,3.2,3.1,,111.9,-485,,3.7,132,59,73,86,719,361,358,217,123,110,35,408,"3,168","3,484","1,736",-6.7,-6.6,-5.6,"1,396",55.4,126,"3,987",-5.3,49.2,0.3247,3,45,"1,394",31,..,..,,,,,,,,,,,,769,10.8,..,..,,,,,,,,,,"20,403",28.5,"14,923","11,549",6.9," 5,480 "," 22,227 ",25.2," 8,456 ",66,140,"7,142",-162,-162,"1,028",,,,,,,,,,,,,,,,,,,,,,
בסמת טבעון,2000,0944,הצפון,,1965,11,2,5.3,..,,2.6,2.6,,31.0,-67,,1.7,84,33,51,39,157,78,79,58,91,73,33,621,"3,239","4,109","1,606",-4.3,-1.3,-1.9,"1,432",51.7,107,"4,290",5.4,44.9,0.3745,4,47,"1,266",27,32.0,13.3,304,,,,,,,,,,,745,10.2,..,..,,,,,,,,,,"27,475",51.5,"21,750","16,669",12.4," 5,725 "," 32,457 ",73.0," 10,383 ",436,344,"10,131",-576,"-1,576","3,597",,,,,,,,,,,,,,,,,,,,,,"8,125"
בענה,2000,0483,הצפון,,1976,11,2,6.3,..,,3.2,3.1,,29.8,-37,,2.5,56,15,41,36,96,39,57,33,73,55,34,777,"2,664","3,019","1,950",-9.4,-8.9,-6.5,"1,425",63.2,148,"4,892",-22.3,39.2,0.3253,3,42,"1,236",29,58.0,18.0,482,,,,,,,,,,,732,10.4,..,..,,,,,,,,,,"16,702",-22.6,"15,827","12,864",3.5, 875 ," 24,035 ",-13.2," 5,512 ","2,091","4,587",629,"-7,579","-7,579","37,959",,,,,,,,,,,,,,,,,,,,,,"5,854"
גבעת זאב,2000,3730,-,,1984,9,7,10.3,99.9,,5.3,5.0,,19.5,51,,2.6,467,224,243,190,423,220,203,146,112,53,38,88,"6,561","8,400","4,941",-0.5,2.1,-0.7,"4,008",29,372,"6,921",-6.0,29.8,0.4050,4,61,"1,634",27,59.6,54.2,808,,,,,,,,,,,"2,605",6.3,..,..,,,,,,,,,,"52,867",7.3,"42,130","24,345",4.9," 10,737 "," 53,814 ",3.2," 20,600 ","2,341",341,"11,836",152,-398,"6,204",,,,,,,,,,,,,,,,,,,,,,"9,465"
גבעת עדה,2000,0050,חיפה,,1949,7,7,2.4,100.0,,1.2,1.2,,14.6,-5,,1.2,102,51,51,24,108,44,64,39,33,18,38,52,"5,875","7,672","4,233",1.0,2.1,1.2,888,35.1,123,"5,987",3.3,41.5,0.4360,..,16,369,23,62.5,40.6,193,,,,,,,,,,,568,7.7,..,..,,,,,,,,,,"14,374",4.9,"11,981","7,366",-3.3," 2,393 "," 14,906 ",8.3," 6,909 ",722,69,"2,374",-551,-551,"2,615",,,,,,,,,,,,,,,,,,,,,,"1,756"
גבעת שמואל,2000,0681,המרכז,,1949,13,8,12.1,99.9,,5.9,6.2,,13.8,746,,8.2,1258,611,647,389,565,288,277,222,153,79,38,232,"6,987","8,980","5,150",-1.5,-0.5,-1.3,"5,349",32.9,415,"9,797",-0.4,34.7,0.4749,5,85,"2,360",28,73.6,64.8,"1,226",,,,,,,,,,,"3,808",5.8,1.2,3.2,,,,,,,,,,"76,550",28.0,"51,010","13,854",-6.5," 25,540 "," 80,128 ",4.5," 36,883 ","3,404","3,223","17,564","-11,554","-11,554","72,596",,,,,,,,,,,,,,,,,,,,,,"12,232"
ג'דיידה-מכר,2000,1292,הצפון,,1989,13,2,15.2,..,,7.7,7.5,,27.9,-76,,2.2,241,100,141,101,332,159,173,117,308,229,34,"2,719","3,208","3,856","2,099",-2.4,-2.1,4.8,"3,702",54.2,391,"4,443",-5.4,47.1,0.3515,6,120,"3,623",30,54.1,26.7,"1,181",,,,,,,,,,,"1,919",10.3,3.5,22.3,,,,,,,,,,"67,953",18.8,"54,955","39,323",14.7," 12,998 "," 63,432 ",13.0," 21,863 ","2,705",374,"8,990",513,-649,"3,976",,,,,,,,,,,,,,,,,,,,,,"6,818"
גדרה,2000,2550,המרכז,,1949,11,6,9.9,99.4,,4.7,5.2,,16.7,-45,,1.2,495,255,240,163,541,255,286,150,181,93,37,738,"5,506","6,940","4,140",-7.9,-9.0,-0.7,"3,851",39.4,306,"6,631",-4.6,37.9,0.4545,7,91,"2,681",29,64.3,42.9,960,,,,,,,,,,,"2,467",7.6,..,..,,,,,,,,,,"70,183",11.2,"48,131","26,059",-4.8," 22,052 "," 58,614 ",-12.4," 26,607 ","6,603",466,"8,179","-2,304","-2,304","13,534",,,,,,,,,,,,,,,,,,,,,,"3,695"
ג'ולס,2000,0485,הצפון,,1967,9,4,4.8,..,,2.4,2.4,,22.6,-14,,2.0,18,6,12,7,32,10,22,15,65,47,33,152,"3,378","4,740","1,988",-30.4,-27.0,-0.9,976,56,69,"4,811",-2.8,49.3,0.3968,3,42,"1,269",30,52.9,24.3,456,,,,,,,,,,,814,9.0,..,..,,,,,,,,,,"32,895",0.6,"21,818","14,281",-10.7," 11,077 "," 40,944 ",17.6," 9,697 ","2,558","1,016","13,533","-5,593","-7,816","8,818",,,,,,,,,,,,,,,,,,,,,,"3,960"
ג'לג'וליה,2000,0627,המרכז,,1957,11,3,6.4,..,,3.2,3.2,,35.6,17,,3.7,21,8,13,11,37,11,26,22,15,14,42,254,"3,043","3,503","2,121",-8.7,-8.7,-4.7,"1,244",57.7,207,"4,708",-8.1,47.8,0.3378,3,48,"1,492",31,40.0,35.0,913,,,,,,,,,,,875,10.8,..,..,,,,,,,,,,"24,284",16.1,"19,362","16,421",-0.3," 4,922 "," 23,951 ",2.2," 6,778 ","1,163",412,"4,058",-531,-531,"7,824",,,,,,,,,,,,,,,,,,,,,,"6,345"
גן יבנה,2000,0166,המרכז,,1950,11,6,10.3,99.5,,5.4,4.9,,15.7,326,,4.8,650,346,304,166,332,161,171,117,171,77,38,429,"6,074","8,018","4,216",-1.8,-0.9,1.0,"3,772",34.4,361,"6,275",-2.9,42.7,0.4139,6,89,"2,525",28,61.4,42.8,"1,728",,,,,,,,,,,"2,341",7.6,..,..,,,,,,,,,,"58,981",15.3,"46,724","19,860",5.3," 12,257 "," 57,460 ",11.8," 24,386 ","2,850",261,"11,624",888,488,"2,044",,,,,,,,,,,,,,,,,,,,,,"2,857"
גני תקווה,2000,0229,המרכז,,1953,13,8,10.6,100.0,,5.2,5.4,,10.1,145,,2.4,663,318,345,180,508,250,258,174,103,51,41,189,"7,326","9,341","5,477",1.6,2.2,2.1,"4,603",30.8,444,"9,537",-3.3,30.6,0.4672,6,59,"1,669",28,60.0,51.9,"1,071",,,,,,,,,,,"3,110",6.2,1.5,4.2,,,,,,,,,,"56,286",13.0,"45,249","16,591",-4.5," 11,037 "," 56,665 ",-2.3," 22,110 ","4,207",259,"10,254","-1,162","-2,977","5,513",,,,,,,,,,,,,,,,,,,,,,"8,860"
ג'סר א-זרקא,2000,0541,חיפה,,1963,11,2,9.5,..,,4.7,4.8,,35.5,5,,4.0,19,5,14,12,35,14,21,15,117,84,35,"1,050","2,544","3,158","1,832",1.4,-0.2,3.1,"2,605",59.2,81,"4,626",5.9,42.0,0.2825,5,84,"2,456",29,35.4,12.2,653,,,,,,,,,,,608,11.8,..,..,,,,,,,,,,"42,067",22.9,"32,468","28,225",8.2," 9,599 "," 43,174 ",28.0," 16,560 ","1,157",362,"10,842",136,136,"5,525",,,,,,,,,,,,,,,,,,,,,,"10,255"
ג'ש (גוש חלב),2000,0487,הצפון,,1963,9,5,2.5,..,,1.3,1.3,,19.2,6,,2.3,56,26,30,32,53,25,28,16,52,26,35,126,"3,714","4,499","2,787",-5.9,-6.0,-3.3,826,52.1,127,"5,083",-12.7,52.8,0.3780,..,22,546,25,57.6,33.3,225,,,,,,,,,,,476,7.9,..,..,,,,,,,,,,"16,917",12.5,"13,249","10,478",8.2," 3,668 "," 16,459 ",18.4," 7,140 ",377,88,"3,816",606,606,,,,,,,,,,,,,,,,,,,,,,,"4,378"
ג'ת,2000,0628,חיפה,,1959,11,4,8.2,..,,4.2,4.0,,27.1,35,,3.2,44,9,35,30,39,9,30,30,146,93,33,541,"3,877","4,387","2,767",-7.7,-7.1,-3.8,"1,847",46.8,326,"3,994",-5.3,50.6,0.3356,4,70,"2,226",32,50.0,20.0,642,,,,,,,,,,,"1,192",9.8,..,..,,,,,,,,,,"42,367",-5.3,"33,194","21,998",-1.7," 9,173 "," 52,497 ",31.3," 14,792 ","2,856",606,"15,774","-3,529","-4,629","2,703",,,,,,,,,,,,,,,,,,,,,,"3,032"
דאלית אל-כרמל,2000,0494,חיפה,,1951,13,4,12.8,..,,6.6,6.3,,18.4,12,,1.9,59,17,42,21,53,22,31,32,263,176,33,681,"3,542","4,673","1,653",-12.4,-10.5,-2.4,"3,549",52.9,413,"5,059",-10.5,47.7,0.3857,6,80,"2,320",29,44.2,27.2,"1,248",,,,,,,,,,,"2,341",8.4,1.4,5.9,,,,,,,,,,"71,719",-2.5,"47,469","31,095",-5.8," 24,250 "," 82,133 ",3.1," 34,445 ","4,264",663,"27,455","-7,209","-7,209","13,181",,,,,,,,,,,,,,,,,,,,,,"3,103"
דבורייה,2000,0489,הצפון,,1961,11,4,7.2,..,,3.7,3.5,,31.8,-42,,2.7,26,8,18,13,76,28,48,26,107,79,35,305,"3,518","4,071","2,442",-2.4,-3.5,3.0,"1,838",50.2,279,"5,456",12.4,38.7,0.3618,5,62,"1,844",30,74.7,50.6,559,,,,,,,,,,,"1,024",6.4,..,..,,,,,,,,,,"38,914",3.2,"30,162","23,298",3.3," 8,752 "," 43,218 ",10.5," 10,641 ","3,380","1,414","9,191","-3,865","-5,865","8,667",,,,,,,,,,,,,,,,,,,,,,"4,763"
דייר אל-אסד,2000,0490,הצפון,,1975,11,2,7.8,..,,4.0,3.8,,32.4,7,,3.6,45,15,30,23,41,17,24,25,82,61,38,856,"3,290","3,866","2,234",-3.2,-1.9,-0.7,"1,767",50.2,169,"4,568",-11.0,45.6,0.3189,4,67,"2,096",31,63.3,49.4,527,,,,,,,,,,,"1,022",9.7,..,..,,,,,,,,,,"37,637",16.6,"30,724","20,752",7.5," 6,913 "," 39,610 ",22.2," 11,719 ","2,142",879,"8,619",-267,"-2,817","3,408",,,,,,,,,,,,,,,,,,,,,,"7,352"
דייר חנא,2000,0492,הצפון,,1975,11,2,7.4,..,,3.8,3.7,,28.1,17,,3.0,77,20,57,41,68,28,40,34,210,178,34,"1,093","3,167","3,641","2,202",-7.6,-8.4,2.5,"1,517",54.6,128,"3,877",-16.9,53.1,0.3398,4,58,"1,793",31,62.9,36.0,502,,,,,,,,,,,964,10.0,..,..,,,,,,,,,,"41,320",31.2,"29,601","20,924",13.9," 11,719 "," 39,647 ",21.2," 16,398 ","2,054",407,"10,056",10,"-1,294","4,070",,,,,,,,,,,,,,,,,,,,,,"5,146"
הר אדר,2000,3769,-,,1995,7,9,1.4,100.0,,0.7,0.7,,7.5,32,,3.4,70,39,31,16,38,18,20,20,8,1,44,..,,,,,,,,,,,,,,..,6,130,22,..,..,,,,,,,,,,,,541,4.7,..,..,,,,,,,,,,"12,002",32.2,"9,515","3,932",-9.1," 2,487 "," 10,371 ",6.5," 5,566 ",,281,966,110,110,559,,,,,,,,,,,,,,,,,,,,,,
זכרון יעקב,2000,9300,חיפה,,1950,13,7,12.9,100.0,,6.3,6.6,,15.8,465,,5.7,825,400,425,170,378,209,169,169,161,64,39,186,"7,287","10,247","4,660",0.8,2.9,1.4,"4,634",33.4,544,"8,056",4.9,39.5,0.5119,9,101,"2,283",23,71.0,59.1,"2,067",,,,,,,,,,,"3,272",6.1,1.0,3.1,,,,,,,,,,"70,064",9.5,"56,297","15,348",-4.3," 13,767 "," 68,624 ",4.0," 33,556 ","3,824",486,"12,352",25,25,"8,452",,,,,,,,,,,,,,,,,,,,,,"3,045"
זמר,2000,1290,המרכז,,1988,9,4,4.5,..,,2.2,2.2,,29.4,15,,3.3,27,6,21,14,29,8,21,18,67,35,32,221,"3,631","4,247","2,406",-7.4,-6.9,-5.6,"1,101",48.6,268,"4,071",-5.8,54.9,0.3508,..,40,"1,262",32,..,..,116,,,,,,,,,,,685,9.4,..,..,,,,,,,,,,"16,280",6.5,"14,078","9,271",-2.4," 2,202 "," 16,636 ",11.1," 7,037 ",699,195,"2,506",-52,-52,"3,960",,,,,,,,,,,,,,,,,,,,,,"2,346"
זרזיר,2000,0975,הצפון,,1996,9,2,5.4,..,,2.7,2.7,,29.6,34,,3.6,84,33,51,39,55,18,37,30,74,66,36,449,"3,101","3,596","1,786",-12.5,-13.9,13.5,"1,134",53,51,"4,888",0.5,37.3,0.3173,6,73,"2,085",29,..,..,188,,,,,,,,,,,712,9.3,..,..,,,,,,,,,,"28,862",17.6,"20,014","16,500",7.5," 8,848 "," 44,124 ",78.7," 13,563 ",86,508,"21,682","-2,428","-2,428","2,820",,,,,,,,,,,,,,,,,,,,,,"2,789"
חורה,2000,1303,הדרום,,1996,9,1,6.0,..,,3.1,2.9,,50.6,163,,8.4,199,96,103,74,63,33,30,40,64,60,29,"1,713","3,652","3,977","2,151",1.4,0.6,19.1,792,45.8,37,"4,083",7.6,51.4,0.3110,4,78,"2,417",31,..,..,414,,,,,,,,,,,344,9.9,..,..,,,,,,,,,,"28,687",-7.4,"19,241","16,649",-2.7," 9,446 "," 27,901 ",-5.8," 10,747 ",209,16,"10,262","1,602","1,602",,,,,,,,,,,,,,,,,,,,,,,
חורפיש,2000,0496,הצפון,,1967,9,4,4.7,..,,2.4,2.3,,26.1,14,,3.0,23,13,10,16,26,13,13,13,81,56,34,158,"2,956","4,147","1,821",-34.1,-30.8,-8.2,834,61.6,93,"4,376",-8.0,59.1,0.4032,3,42,"1,254",30,42.3,35.9,454,,,,,,,,,,,652,8.5,..,..,,,,,,,,,,"43,096",5.3,"31,072","19,549",12.8," 12,024 "," 44,052 ",0.4," 10,728 ","2,072","3,442","8,546","-4,434","-12,278","8,592",,,,,,,,,,,,,,,,,,,,,,"4,353"
חצור הגלילית,2000,2034,הצפון,,1956,13,4,8.5,99.9,,4.3,4.3,,17.2,-162,,,147,66,81,62,332,168,164,154,230,119,37,608,"3,735","4,726","2,730",-7.6,-10.5,-0.9,"3,249",48.5,185,"4,195",-18.9,55.1,0.3776,9,102,"2,393",23,37.4,22.6,"1,224",,,,,,,,,,,"1,462",7.8,..,..,,,,,,,,,,"54,898",0.7,"44,593","32,712",9.4," 10,305 "," 54,649 ",-0.2," 21,772 ","6,772","1,084","10,059",3,3,"2,512",,,,,,,,,,,,,,,,,,,,,,"6,123"
טובא-זנגרייה,2000,0962,הצפון,,1988,9,2,4.5,..,,2.3,2.2,,29.5,4,,2.8,27,10,17,15,26,10,16,12,73,51,34,709,"2,870","3,566","1,787",-2.0,-3.3,-2.0,"1,174",56.5,75,"5,272",-12.2,37.3,0.2890,..,46,"1,382",30,..,..,515,,,,,,,,,,,480,9.9,..,..,,,,,,,,,,"32,138",12.0,"18,297","16,640",7.8," 13,841 "," 37,489 ",27.0," 10,857 ","1,131",606,"15,399","-3,793","-3,793","5,706",,,,,,,,,,,,,,,,,,,,,,"3,122"
טורעאן,2000,0498,הצפון,,1959,11,3,9.8,..,,5.0,4.8,,31.5,-1,,3.1,63,21,42,31,62,12,50,42,122,104,36,"1,337","2,977","3,389","2,013",-11.8,-12.4,-8.2,"1,769",54,281,"6,867",-6.0,24.2,0.3212,6,76,"2,238",29,30.1,23.9,716,,,,,,,,,,,"1,110",8.6,..,..,,,,,,,,,,"48,809",7.3,"36,515","21,937",2.1," 12,294 "," 53,363 ",11.0," 19,319 ","3,501","1,259","13,162","-3,686","-6,276","10,444",,,,,,,,,,,,,,,,,,,,,,"6,477"
יאנוח-ג'ת,2000,1295,הצפון,,1990,9,4,4.6,..,,2.3,2.3,,25.6,3,,2.9,50,24,26,17,42,20,22,18,46,34,32,87,"3,418","4,495","2,380",-22.6,-23.6,12.3,"1,141",48.1,90,"4,753",3.3,48.9,0.3373,4,44,"1,208",27,..,..,355,,,,,,,,,,,638,9.0,..,..,,,,,,,,,,"42,180",24.1,"29,165","21,896",40.3," 13,015 "," 43,436 ",-0.3," 12,917 ","1,502",98,"11,308","-2,963","-2,963","5,157",,,,,,,,,,,,,,,,,,,,,,"3,306"
יבנאל,2000,0046,הצפון,,1951,9,5,2.3,99.7,,1.2,1.2,,23.6,52,,4.7,120,57,63,53,70,39,31,29,44,21,35,146,"4,233","5,290","3,336",-10.1,-9.9,-6.0,793,49.6,128,"5,855",-1.8,39.1,0.4393,4,27,392,15,..,..,,,,,,,,,,,,430,7.7,17.3,59.3,,,,,,,,,,"18,397",-7.9,"13,389","9,110",12.6," 5,008 "," 16,987 ",-19.7," 5,710 ","1,961",589,"3,232",-366,"-1,035","7,777",,,,,,,,,,,,,,,,,,,,,,"1,172"
יסוד המעלה,2000,0029,הצפון,,1949,5,8,1.1,100.0,,0.5,0.5,,11.0,34,,4.7,59,31,28,18,28,12,16,8,14,5,37,7,,,,,,,,,,,,,,..,6,98,16,..,..,148,,,,,,,,,,,282,6.9,..,..,,,,,,,,,,"10,855",-2.4,"9,052","5,486",6.5," 1,803 "," 12,285 ",1.3," 4,788 ","1,253",191,"2,499",-734,-734,"2,021",,,,,,,,,,,,,,,,,,,,,,"1,085"
יפיע,2000,0499,הצפון,,1960,13,3,14.5,..,,7.3,7.2,,26.4,54,,3.3,216,80,136,81,184,73,111,85,289,254,36,"1,860","3,493","3,838","2,631",-2.4,-2.2,-1.0,"3,321",49.7,396,"6,046",-6.5,37.6,0.3436,7,93,"3,100",33,56.9,42.6,751,,,,,,,,,,,"1,923",9.9,1.5,8.8,,,,,,,,,,"43,135",1.9,"35,761","27,793",7.3," 7,374 "," 43,180 ",-7.3," 16,979 ","1,465",275,"7,273",-146,-146,"4,682",,,,,,,,,,,,,,,,,,,,,,"7,273"
יקנעם עילית,2000,0240,הצפון,,1945,13,5,15.7,100.0,,7.7,8.0,,21.9,722,,7.5,1072,531,541,417,535,258,277,169,404,170,37,687,"5,222","6,894","3,599",0.9,1.6,1.3,"7,286",33.9,349,"6,438",1.2,38.7,0.3706,6,83,"2,144",26,53.5,41.3,"1,591",,,,,,,,,,,"3,463",6.7,0.8,3.2,,,,,,,,,,"110,836",31.3,"66,853","29,145",11.0," 43,983 "," 101,300 ",7.5," 38,083 ","4,408",671,"34,057",-390,"-1,890","4,237",,,,,,,,,,,,,,,,,,,,,,"8,280"
ירוחם,2000,0831,הדרום,,1959,11,3,8.9,97.7,,4.6,4.3,,20.5,-317,,-1.5,216,123,93,92,587,296,291,209,243,130,36,"1,218","4,359","5,560","2,910",-3.6,-1.8,-3.3,"2,976",44,109,"5,220",-3.3,45.9,0.3732,7,76,"1,402",18,58.3,27.1,"1,216",,,,,,,,,,,"1,107",6.7,..,..,,,,,,,,,,"75,258",9.5,"57,858","37,837",5.1," 17,400 "," 75,225 ",9.2," 31,042 ","7,376",485,"17,681",314,"-1,018","2,843",,,,,,,,,,,,,,,,,,,,,,"4,163"
