year,is_treatment,incident_year,incident_type,authority_code,total_in_migration,male_in_migration,female_in_migration,in_migration_age_15_29,total_out_migration,male_out_migration,female_out_migration,out_migration_age_15_29,start_roads_length_km,start_roads_area_sqm,start_water_pipes_km,start_sewage_pipes_km,start_drainage_pipes_km,complete_roads_length_km,complete_roads_area_sqm,complete_water_pipes_km,complete_sewage_pipes_km,complete_drainage_pipes_km,total_expenditures,expenditures_change,operations_expenditures,loan_repayment_expenditures,financing_expenditures,special_budget_expenditures,budget_surplus_deficit,annual_surplus_deficit,cumulative_deficit
2006,0,,,1200,5135.0,2565.0,2570.0,1083.0,2245.0,1128.0,1117.0,597.0,19.3,154.4,18.8,14.4,3.6499999999999995,4.2,48.5,0.3,1.4,0.6,279665.0,47.9,82118.5,3376.5,1271.0,52889.0,35.0,35.0,-14645.0
2007,0,,,1200,4969.0,2486.0,2483.0,858.0,2261.0,1143.0,1118.0,505.0,36.4,576.5,18.8,14.4,1.5,0.1,1.3,0.3,1.4,0.6,322937.0,-26.5,91146.0,4088.0,1367.0,61112.0,25.0,25.0,-11595.0
2008,0,,,1200,4289.0,2167.0,2122.0,845.0,2635.0,1309.0,1326.0,646.0,25.176,201.408,7.405,8.51,1.5,6.891,70.354,22.368,14.428,0.6,322937.0,13.6,91146.0,4088.0,1367.0,61112.0,30.0,30.0,-11595.0
2009,0,,,1200,4133.0,2043.0,2090.0,852.0,2615.0,1339.0,1276.0,629.0,30.787999999999997,388.954,11.0,11.455000000000002,1.5,0.8,6.3,105.0,14.428,0.6,406498.0,2.6,110693.0,6417.0,1314.0,90081.0,-2765.0,-2765.0,-16455.0
2010,0,,,1200,4347.0,2221.0,2126.0,808.0,2447.0,1245.0,1202.0,616.0,4.3,56.5,9.202499999999999,8.51,1.5,52.6,713.4,5.2,4.0,0.6,445202.0,6.6,114650.0,7142.0,1524.0,102810.0,-1716.0,-1716.0,-18171.0
2011,0,,,1200,3660.0,1828.0,1832.0,642.0,2363.0,1197.0,1166.0,606.0,4.2,48.1,1.9,0.7,1.5,1.7,22.5,4.4,0.7,0.6,454019.0,-1.5,118131.0,7607.0,1768.0,94541.0,176.0,176.0,-16395.0
2012,0,,,1200,3752.0,1859.0,1893.0,663.0,2503.0,1289.0,1214.0,671.0,4.0,32.5,9.1,0.7,0.0,3.9,44.3,2.3,2.35,0.0,529659.0,14.8,134442.0,7871.0,1742.0,126256.0,270.0,270.0,-14525.0
2013,0,,,1200,1625.0,874.0,751.0,878.0,2618.0,1320.0,1298.0,735.0,2.1,25.6,19.7,1.4,0.0,1.3,15.1,19.5,2.0,0.0,654030.0,21.5,141509.0,23850.0,1570.0,202108.0,301.0,-17199.0,-12724.0
2014,0,,,1200,2849.0,1415.0,1434.0,514.0,2716.0,1355.0,1361.0,769.0,3.05,29.05,12.7,0.6,0.0,4.5,54.3,8.9,2.0,0.0,626029.0,-4.7,151384.0,7198.0,1322.0,162632.0,208.0,208.0,-11516.0
2015,0,,,1200,2739.0,1376.0,1363.0,467.0,2514.0,1300.0,1214.0,715.0,4.0,36.0,0.591,3.771,0.0,4.0,36.0,6.641,1.3,0.0,670091.0,7.7,167001.0,7948.0,1350.0,169665.0,151.0,151.0,-10365.0
2016,0,,,1200,1324.0,702.0,622.0,642.0,2540.0,1295.0,1245.0,813.0,4.0,36.0,1.9,0.9,0.0,4.2499999999999964,45.150000000000006,1.1,3.4,0.0,738760.0,10.8,164095.0,7862.0,1224.0,211179.0,501.0,501.0,-8864.0
2017,0,,,1200,2613.0,1347.0,1266.0,460.0,2573.0,1271.0,1302.0,762.0,4.0,36.0,6.5,0.7,0.6,4.0,36.0,6.5,2.35,0.6,575210.0,10.8,173818.0,8454.0,1413.0,272139.0,546.0,546.0,-7318.0
2018,0,,,1200,2631.0,1281.0,1350.0,421.0,2625.0,1348.0,1277.0,928.0,4.0,36.0,3.454,0.7999999999999998,0.6,4.0,36.0,2.154,3.4,0.6,400964.0,10.8,148232.0,1189.0,715.0,107658.0,99.0,0.099,5.547
2019,0,,,1200,2484.0,1218.0,1266.0,468.0,2688.0,1350.0,1338.0,876.0,4.0,36.0,1.027,0.7,0.6,4.0,36.0,1.027,3.4,0.6,406792.0,10.8,158834.0,1360.0,661.0,92962.0,212.0,0.212,5.759
2020,0,,,1200,2870.0,1397.0,1473.0,462.0,2377.0,1225.0,1152.0,908.0,4.0,36.0,4.509,0.7,0.6,4.0,36.0,4.509,3.4,0.6,476683.0,10.8,171478.0,1322.0,613.0,142878.0,112.0,0.112,5.871
2021,0,,,1200,3942.0,1911.0,2031.0,545.0,2632.0,1336.0,1296.0,979.0,4.0,36.0,7.145,4.655,0.6,4.0,36.0,7.145,4.655,0.6,964027.0,10.8,208839.0,9002.0,1673.0,231778.0,3706.0,3.706,4.743
2022,0,,,1200,3625.0,1790.0,1835.0,529.0,2588.0,1285.0,1303.0,992.0,4.0,36.0,5.827,4.655,0.6,4.0,36.0,4.063,5.34,0.6,1038693.0,10.8,231834.0,9361.0,1846.0,245991.0,2196.0,2.196,6.939
1999,0,,,1224,115.0,61.0,54.0,34.0,153.0,79.0,74.0,85.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,22308.0,-5.1,14423.0,551.0,190.0,6450.285714285715,696.0,696.0,43.0
2000,0,,,1224,87.0,40.0,47.0,20.0,147.0,80.0,67.0,83.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,23607.0,4.6,16415.0,580.0,150.0,6450.285714285715,79.0,79.0,43.0
2001,0,,,1224,107.0,62.0,45.0,41.0,163.0,84.0,79.0,98.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,24040.0,0.7,9306.0,740.0,158.0,6450.285714285715,43.0,43.0,43.0
2002,0,,,1224,117.0,56.0,61.0,39.0,191.0,97.0,94.0,109.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,24510.0,-3.5,12299.0,795.0,70.0,2519.0,137.0,137.0,180.0
2003,0,,,1224,98.0,53.0,45.0,35.0,126.0,69.0,57.0,83.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,27995.0,13.4,11865.0,1231.0,105.0,4376.0,-3627.0,-3627.0,-3447.0
2004,0,,,1224,500.0,255.0,245.0,77.0,553.0,271.0,282.0,199.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,41901.0,50.3,18175.0,1297.0,280.0,2587.0,-3801.0,-3801.0,-12656.0
2005,0,,,1224,359.0,173.0,186.0,63.0,490.0,252.0,238.0,180.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,52610.0,24.0,19770.0,1355.0,395.0,6747.0,103.0,103.0,-6177.0
2006,0,,,1224,472.0,236.0,236.0,82.0,570.0,281.0,289.0,193.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,47255.5,-2.0,18972.5,1326.0,154.0,4667.0,17.0,17.0,-6177.0
2007,0,,,1224,302.0,152.0,150.0,55.0,422.0,214.0,208.0,170.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,54154.0,2.3,22842.0,1837.0,177.0,2588.0,23.0,23.0,-4337.0
2008,0,,,1224,439.0,221.0,218.0,55.0,464.0,221.0,243.0,177.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,54154.0,7.1,22842.0,1837.0,201.0,2588.0,20.0,20.0,-4337.0
2009,0,,,1224,311.0,162.0,149.0,57.0,491.0,239.0,252.0,207.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,58063.0,-7.3,22512.0,1702.0,376.0,4173.0,163.0,163.0,-2164.0
2010,0,,,1224,217.0,104.0,113.0,29.0,446.0,240.0,206.0,176.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,65336.0,9.6,22919.0,2235.0,337.0,6026.0,-5677.0,-5677.0,-7841.0
2011,0,,,1224,254.0,135.0,119.0,39.0,450.0,229.0,221.0,177.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,50145.0,-25.8,18468.0,2276.0,317.0,2241.0,1580.0,1580.0,-6261.0
2012,0,,,1224,348.0,185.0,163.0,45.0,465.0,229.0,236.0,182.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,56534.0,10.9,20275.0,2288.0,330.0,4119.0,-193.0,-2193.0,-6454.0
2013,0,,,1224,330.0,176.0,154.0,49.0,447.0,239.0,208.0,170.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,57670.0,0.4,21744.0,2155.0,311.0,4851.0,-101.0,-101.0,-6555.0
2014,0,,,1224,293.0,150.0,143.0,37.0,470.0,242.0,228.0,192.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,60571.0,4.6,21437.0,2196.0,287.0,5370.0,-112.0,-112.0,-6667.0
2015,0,,,1224,292.0,144.0,148.0,38.0,451.0,215.0,236.0,175.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,61345.0,1.9,21888.0,2265.0,287.0,5825.0,90.0,90.0,-6277.0
2016,0,,,1224,345.0,176.0,169.0,44.0,489.0,243.0,246.0,178.0,0.56,3.215,0.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,66239.0,8.5,22871.0,1935.0,226.0,10073.0,355.0,355.0,-5632.0
2017,0,,,1224,327.0,168.0,159.0,38.0,503.0,243.0,260.0,208.0,0.56,3.215,6.3,2.1,0.2,0.56,3.215,0.6,2.66,0.2,59255.0,8.5,22889.0,1846.0,196.0,12086.0,107.0,107.0,-5525.0
2018,0,,,1224,330.0,164.0,166.0,37.0,477.0,236.0,241.0,181.0,0.56,3.215,1.8,1.6,0.2,0.56,3.215,6.6,2.66,0.2,75042.0,8.5,23080.0,1921.0,207.0,15341.0,232.0,0.232,-5.293
2019,0,,,1224,351.0,181.0,170.0,23.0,483.0,244.0,239.0,188.0,0.56,3.215,4.05,1.85,0.2,0.56,3.215,0.9,1.05,0.2,69809.0,8.5,23083.0,2145.0,228.0,7951.0,83.0,0.083,-5.21
2020,0,,,1224,411.0,220.0,191.0,39.0,432.0,210.0,222.0,187.0,0.56,3.215,1.8,1.6,0.2,0.56,3.215,3.75,1.855,0.2,68537.0,8.5,21451.0,1985.0,225.0,5731.0,1430.0,1.43,-3.78
2021,0,,,1224,574.0,281.0,293.0,46.0,433.0,216.0,217.0,200.0,0.56,3.215,3.0,1.6,0.2,0.56,3.215,6.25,1.05,0.2,83176.0,8.5,22544.0,2305.0,244.0,14028.0,1438.0,1.438,0.158
2022,0,,,1224,410.0,217.0,193.0,32.0,437.0,227.0,210.0,176.0,0.56,3.215,3.0,1.6,0.2,0.56,3.215,1.8,0.3,0.2,82949.0,8.5,25079.0,2581.0,252.0,11569.0,1533.0,1.533,1.691
1999,0,,,1247,294.0,149.0,145.0,108.0,171.0,84.0,87.0,54.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,18877.0,5.1,7944.0,514.0,145.0,26863.4,-276.4,-1570.7571750000002,-6577.0
2000,0,,,1247,266.0,139.0,127.0,64.0,165.0,81.0,84.0,57.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,19185.0,-0.5,8859.0,724.0,73.0,26863.4,-276.4,-1570.7571750000002,-6577.0
2001,0,,,1247,199.0,109.0,90.0,58.0,229.0,120.0,109.0,63.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,19795.0,2.1,6118.0,699.0,96.0,26863.4,-276.4,-1570.7571750000002,-6577.0
2002,0,,,1247,229.0,129.0,100.0,87.0,145.0,70.0,75.0,35.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,22584.0,8.0,6704.0,696.0,245.0,2828.0,-1577.0,-3132.0,-6577.0
2003,0,,,1247,159.0,80.0,79.0,51.0,122.0,68.0,54.0,25.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,29743.0,30.8,9135.0,694.0,249.0,7699.0,-5104.0,-5104.0,-10681.0
2004,0,,,1247,198.0,105.0,93.0,62.0,193.0,109.0,84.0,49.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,26256.0,-11.5,7061.0,787.0,191.0,2249.0,-5433.0,-5433.0,-14614.0
2005,0,,,1247,330.0,168.0,162.0,84.0,207.0,107.0,100.0,50.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,30918.0,16.2,8150.0,675.0,119.0,3217.0,-7684.0,-7684.0,-18188.0
2006,0,,,1247,205.0,104.0,101.0,56.0,224.0,111.0,113.0,50.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,28587.0,-13.0,7605.5,731.0,401.0,2733.0,-6558.5,-6558.5,-18188.0
2007,0,,,1247,219.0,115.0,104.0,55.0,178.0,89.0,89.0,40.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,36210.0,31.2,7667.0,1600.0,319.0,7098.0,-3932.0,-3932.0,-14338.0
2008,0,,,1247,185.0,91.0,94.0,46.0,221.0,129.0,92.0,57.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,36210.0,-13.4,7667.0,1600.0,259.0,7098.0,-3932.0,-3932.0,-14338.0
2009,0,,,1247,224.0,115.0,109.0,49.0,215.0,116.0,99.0,62.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,31317.0,-7.6,10134.0,2168.0,434.0,2494.0,593.0,593.0,-5069.0
2010,0,,,1247,200.0,103.0,97.0,44.0,404.0,206.0,198.0,60.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,29303.0,-8.9,11257.0,1977.0,162.0,2252.0,270.0,270.0,-4013.0
2011,0,,,1247,256.0,113.0,143.0,52.0,246.0,138.0,108.0,50.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,36185.0,19.3,10290.0,1972.0,190.0,9330.0,132.0,132.0,-3441.0
2012,0,,,1247,148.0,72.0,76.0,43.0,336.0,166.0,170.0,58.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,32744.0,19.3,10773.5,1974.5,176.0,5791.0,201.0,201.0,-3441.0
2013,0,,,1247,159.0,77.0,82.0,36.0,256.0,130.0,126.0,64.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,36185.0,19.3,10290.0,1972.0,190.0,9330.0,132.0,132.0,-3441.0
2014,0,,,1247,64.0,38.0,26.0,8.0,295.0,124.0,171.0,71.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,68322.89130434782,19.3,19752.717391304348,1293.3095238095239,268.8695652173913,26863.4,-276.4,-1570.7571750000002,-3441.0
2015,0,,,1247,66.0,33.0,33.0,12.0,260.0,132.0,128.0,73.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,63933.0,127.7,9054.0,2019.0,217.0,38345.0,-5445.0,-5445.0,-4474.0
2016,0,,,1247,452.0,229.0,223.0,81.0,75.0,37.0,38.0,15.0,1.1,8.3,0.6,1.8,,1.1,8.3,0.1,0.1,,96946.0,52.4,16429.0,1823.0,520.0,55853.0,10883.0,10883.0,10883.0
2017,0,,,1247,2145.0,1077.0,1068.0,308.0,45.0,23.0,22.0,8.0,5.0,30.0,0.3,0.4,,1.1,8.3,0.1,0.1,,49174.0,52.4,22153.0,1921.0,155.0,36812.0,-2430.0,-2430.0,8453.0
2018,0,,,1247,3916.0,1930.0,1986.0,628.0,129.0,67.0,62.0,22.0,3.05,19.15,0.44999999999999996,1.1,,5.0,30.0,0.673,1.409,,138128.0,52.4,37734.0,1823.0,276.0,58572.0,12336.0,12.336,20.789
2019,0,,,1247,5821.0,2842.0,2979.0,1037.0,538.0,260.0,278.0,108.0,5.0,30.0,0.15,0.11,,3.05,19.15,0.185,0.094,,222927.0,52.4,56699.0,1293.3095238095239,378.0,105038.0,20339.0,20.339,41.128
2020,0,,,1247,6436.0,3214.0,3222.0,1221.0,795.0,377.0,418.0,143.0,5.0,30.0,6.138,0.11,,5.0,30.0,6.208,0.11,,180527.5,52.4,47216.5,1293.3095238095239,327.0,81805.0,16337.5,16.33750000000009,41.128
2021,0,,,1247,7772.0,3850.0,3922.0,1656.0,1254.0,596.0,658.0,231.0,5.0,30.0,0.035,0.592,,15.83,86.83,0.035,0.592,,0.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,,,1247,6853.0,3368.0,3485.0,1498.0,1782.0,888.0,894.0,361.0,5.0,30.0,3.0865,0.592,,15.83,86.83,3.1215000000000006,0.351,,385692.0,52.4,135372.0,790.0,1062.0,98724.0,-24656.0,-24.656,8.363
1999,0,,,1263,410.0,212.0,198.0,79.0,82.0,41.0,41.0,34.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,34893.0,46.6,14730.0,644.0,223.0,13032.261904761905,48.0,48.0,220.0
2000,0,,,1263,477.0,231.0,246.0,85.0,133.0,68.0,65.0,46.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,30384.0,-13.9,15595.0,846.0,112.0,13032.261904761905,-226.0,-226.0,220.0
2001,0,,,1263,444.0,206.0,238.0,83.0,177.0,85.0,92.0,64.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,35862.0,16.7,15308.0,745.0,322.0,13032.261904761905,-89.0,-89.0,220.0
2002,0,,,1263,439.0,215.0,224.0,83.0,236.0,118.0,118.0,81.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,34462.0,-9.0,19132.0,1350.0,295.0,4360.0,6.0,-994.0,-1633.0
2003,0,,,1263,312.0,157.0,155.0,58.0,197.0,103.0,94.0,70.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,36933.0,6.4,15768.0,1407.0,324.0,6565.0,-1399.0,-1399.0,-3032.0
2004,0,,,1263,359.0,173.0,186.0,75.0,217.0,110.0,107.0,81.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,36376.0,-1.1,15716.0,1695.0,212.0,5621.0,-2103.0,-2877.0,-3135.0
2005,0,,,1263,296.0,156.0,140.0,48.0,252.0,126.0,126.0,71.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,28486.0,-22.7,11551.0,2062.0,192.0,2876.0,-2096.0,-2096.0,-3731.0
2006,0,,,1263,309.0,159.0,150.0,51.0,214.0,106.0,108.0,84.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,32431.0,-5.5,13633.5,1878.5,159.0,4248.5,-781.0,-781.0,-3731.0
2007,0,,,1263,248.0,118.0,130.0,49.0,259.0,138.0,121.0,62.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,28330.0,-0.1,11424.0,2398.0,311.0,1660.0,1.0,1.0,-3030.0
2008,0,,,1263,291.0,143.0,148.0,54.0,252.0,121.0,131.0,82.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,28330.0,2.7,11424.0,2398.0,287.0,1660.0,-78.0,-78.0,-3030.0
2009,0,,,1263,283.0,132.0,151.0,47.0,298.0,149.0,149.0,79.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,31057.0,-1.2,11760.0,2446.0,326.0,2286.0,-984.0,-984.0,-3092.0
2010,0,,,1263,324.0,162.0,162.0,45.0,277.0,149.0,128.0,90.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,38381.0,20.3,13383.0,2362.0,321.0,3938.0,-489.0,-489.0,-3181.0
2011,0,,,1263,258.0,131.0,127.0,40.0,297.0,150.0,147.0,66.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,40721.0,7.7,13790.0,2451.0,315.0,4051.0,-530.0,-530.0,-3711.0
2012,0,,,1263,277.0,138.0,139.0,43.0,291.0,157.0,134.0,91.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,45543.0,10.0,14289.0,2321.0,329.0,6031.0,-734.0,-734.0,-4445.0
2013,0,,,1263,246.0,118.0,128.0,31.0,308.0,157.0,151.0,106.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,70166.0,51.6,17849.0,2347.0,340.0,24612.0,-391.0,-391.0,-4836.0
2014,0,,,1263,161.0,78.0,83.0,16.0,299.0,149.0,150.0,83.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,69630.0,-1.2,15342.0,2280.0,370.0,24496.0,-389.0,-389.0,-5225.0
2015,0,,,1263,273.0,133.0,140.0,34.0,322.0,162.0,160.0,92.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,54905.0,-20.7,14935.0,2338.0,410.0,8801.0,-248.0,-248.0,-4223.0
2016,0,,,1263,350.0,190.0,160.0,43.0,268.0,143.0,125.0,83.0,1.1,13.3,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,73925.0,35.3,15277.0,3861.0,386.0,24132.0,-177.0,-177.0,-4400.0
2017,0,,,1263,266.0,148.0,118.0,40.0,270.0,134.0,136.0,79.0,5.9,97.6,1.0,0.5,0.5,0.25,4.25,1.0,0.5,0.5,49437.0,35.3,13416.0,1159.0,354.0,53456.0,24.0,24.0,-4376.0
2018,0,,,1263,313.0,145.0,168.0,41.0,292.0,141.0,151.0,78.0,3.5,55.449999999999996,1.0,1.874,2.12,0.25,4.25,1.0,0.5,0.15,100303.0,35.3,13504.0,1034.0,355.0,48893.0,14.0,0.014,-4.362
2019,0,,,1263,281.0,134.0,147.0,36.0,403.0,197.0,206.0,127.0,0.25,4.25,1.0,1.187,1.025,0.25,4.25,1.0,0.5,1.025,71228.0,35.3,11614.0,1018.0,359.0,16525.0,-177.0,-0.177,-4.539
2020,0,,,1263,282.0,142.0,140.0,43.0,293.0,155.0,138.0,82.0,0.25,4.25,1.08,1.874,1.5725,0.25,4.25,1.08,0.5,0.5874999999999999,68825.0,35.3,14106.0,1004.0,364.0,10432.0,-313.0,-0.313,-4.852
2021,0,,,1263,325.0,166.0,159.0,35.0,290.0,152.0,138.0,81.0,0.25,4.25,1.0,1.874,1.025,0.25,4.25,1.04,0.5,1.025,66126.0,35.3,12612.0,815.0,368.0,6517.0,-160.0,-0.16,-5.012
2022,0,,,1263,335.0,168.0,167.0,31.0,341.0,160.0,181.0,107.0,0.25,4.25,1.04,1.874,1.025,0.25,4.25,1.0,0.5,1.025,76331.0,35.3,13954.0,823.0,350.0,12517.0,-297.0,-0.297,-5.309
1999,0,,,1268,304.0,156.0,148.0,80.0,225.0,107.0,118.0,102.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,29024.0,3.6,11826.0,2212.8571428571427,118.0,17258.35714285714,-14.0,-1384.7690434782608,-1452.0
2000,0,,,1268,344.0,171.0,173.0,69.0,170.0,82.0,88.0,73.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,29755.0,1.4,12631.0,2212.8571428571427,101.0,17258.35714285714,-18.0,-18.0,-1452.0
2001,0,,,1268,458.0,234.0,224.0,99.0,276.0,136.0,140.0,134.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,31134.0,3.5,10559.0,2212.8571428571427,104.0,17258.35714285714,-158.0,-158.0,-1452.0
2002,0,,,1268,437.0,224.0,213.0,107.0,192.0,99.0,93.0,78.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,35730.0,8.6,12063.0,1884.0,110.0,9229.0,-172.0,-172.0,-1452.0
2003,0,,,1268,377.0,193.0,184.0,60.0,182.0,97.0,85.0,79.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,42120.0,17.1,9481.0,1757.0,348.0,15240.0,-119.0,-119.0,-1571.0
2004,0,,,1268,340.0,174.0,166.0,70.0,276.0,142.0,134.0,112.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,37795.0,-9.9,9527.0,1748.0,173.0,11099.0,-573.0,-573.0,-144.0
2005,0,,,1268,337.0,175.0,162.0,54.0,262.0,133.0,129.0,89.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,42150.0,10.1,10339.0,1650.0,97.0,14632.0,-81.0,-2081.0,-225.0
2006,0,,,1268,424.0,212.0,212.0,64.0,258.0,130.0,128.0,91.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,39972.5,-18.2,9933.0,1699.0,93.0,12865.5,15.0,-1327.0,-210.0
2007,0,,,1268,371.0,194.0,177.0,55.0,300.0,145.0,155.0,97.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,34934.0,-1.3,8630.0,1694.0,162.0,4851.0,-112.0,-2112.0,-322.0
2008,0,,,1268,429.0,223.0,206.0,62.0,376.0,188.0,188.0,132.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,34934.0,8.1,8630.0,1694.0,62.0,4851.0,27.0,-2112.0,-295.0
2009,0,,,1268,372.0,196.0,176.0,63.0,278.0,158.0,120.0,101.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,36917.0,-9.5,9550.0,2170.0,63.0,5070.0,-6.0,-1006.0,-301.0
2010,0,,,1268,437.0,224.0,213.0,70.0,315.0,175.0,140.0,96.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,45113.0,19.0,11215.0,2230.0,79.0,6756.0,-1788.0,-2788.0,-2089.0
2011,0,,,1268,382.0,192.0,190.0,54.0,292.0,149.0,143.0,94.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,55009.0,17.8,12688.0,2192.0,119.0,11716.0,-2414.0,-4414.0,-4503.0
2012,0,,,1268,371.0,192.0,179.0,46.0,304.0,147.0,157.0,87.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,56466.0,1.0,13719.0,2282.0,401.0,9722.0,-4400.0,-5400.0,-8903.0
2013,0,,,1268,396.0,207.0,189.0,53.0,324.0,151.0,173.0,106.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,67375.0,17.4,21342.0,2471.0,162.0,15717.0,-5677.0,-5677.0,-11581.0
2014,0,,,1268,456.0,221.0,235.0,56.0,335.0,169.0,166.0,91.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,61790.0,-8.6,22800.0,2547.0,234.0,12079.0,-1397.0,-1397.0,-12978.0
2015,0,,,1268,419.0,206.0,213.0,47.0,282.0,137.0,145.0,90.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,62368.0,1.5,23161.0,2524.0,218.0,13013.0,-62.0,-62.0,-9060.0
2016,0,,,1268,444.0,211.0,233.0,56.0,372.0,197.0,175.0,95.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,65196.0,5.1,24535.0,2765.0,185.0,12937.0,17.0,17.0,-9043.0
2017,0,,,1268,559.0,283.0,276.0,30.0,375.0,203.0,172.0,81.0,3.3,23.0,1.7,1.5,0.5,5.3,43.4,1.7,1.5,0.5,57582.0,5.1,25400.0,2679.0,195.0,19909.0,-2452.0,-2452.0,-11495.0
